name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
北礼士路60号院,2室1厅,468,57.1平米,中楼层(共12层),1982年建板塔结合
展览路,2室1厅,385,56.4平米,高楼层(共7层),1990年建板楼
教场口6号院,1室1厅,398,53.22平米,中楼层(共6层),1992年建板楼
信建里小区,2室1厅,405,55.23平米,低楼层(共6层),1980年建板楼
六铺炕二区,2室1厅,550,55平米,低楼层(共6层),1981年建板楼
四平园,2室1厅,580,83平米,高楼层(共6层),
六铺炕三区,1室1厅,595,62.6平米,低楼层(共12层),1993年建板塔结合
第三区,3室2厅,750,143平米,低楼层(共15层),2009年建板塔结合
百万庄1号院,3室1厅,520,70.2平米,高楼层(共6层),1985年建板楼
丰汇园小区,4室2厅,2600,200平米,中楼层(共13层),1999年建板塔结合
月坛西街乙2号院,1室1厅,330,43.1平米,中楼层(共18层),1990年建塔楼
圣都大厦,4室1厅,899,219.9平米,中楼层(共20层),2001年建塔楼
平原里小区,1室1厅,278,40.28平米,中楼层(共5层),1998年建板楼
复地西绒线26号,3室2厅,1300,130.88平米,中楼层(共18层),2009年建塔楼
依莲轩,1室1厅,375,69平米,中楼层(共26层),2000年建塔楼
太平街甲乙18号院,2室0厅,400,58.51平米,高楼层(共6层),板楼
远见名苑,1室0厅,350,64平米,中楼层(共24层),2002年建板塔结合
耕天下,3室2厅,1250,144.5平米,低楼层(共7层),2003年建板楼
三庙街,1室1厅,326,46.64平米,低楼层(共6层),1992年建板楼
月坛北小街1号院,1室1厅,400,60.1平米,低楼层(共16层),1997年建板塔结合
红莲中里,3室1厅,385,78.88平米,中楼层(共18层),1985年建塔楼
六铺炕一区,1室1厅,500,50.3平米,高楼层(共6层),1994年建板楼
裕中东里,2室1厅,600,75.1平米,中楼层(共7层),1988年建板楼
车公庄北里,1室1厅,315,41.47平米,高楼层(共6层),1986年建板楼
广安门外南街,2室1厅,365,73.59平米,低楼层(共14层),1998年建板塔结合
安德馨居,2室1厅,538,75.42平米,中楼层(共6层),2003年建板楼
金龙公寓,3室2厅,1300,126平米,中楼层(共14层),2002年建板塔结合
信和嘉园,1室0厅,298,47平米,低楼层(共18层),2006年建板塔结合
西黄城根南街一区,2室1厅,560,55.7平米,高楼层(共6层),1985年建板楼
新德街35号院,2室1厅,720,85.4平米,中楼层(共10层),2000年建板塔结合
中信锦园,2室2厅,910,97.61平米,高楼层(共18层),2008年建板塔结合
马甸南村,2室1厅,535,55.2平米,高楼层(共18层),1986年建塔楼
太平桥东里,2室1厅,230,55.3平米,低楼层(共24层),1980年建塔楼
白云观,1室1厅,480,57.4平米,中楼层(共11层),板楼
马连道中街,3室1厅,360,84.05平米,高楼层(共6层),1987年建板楼
圣都大厦,3室2厅,750,210.51平米,高楼层(共20层),2001年建塔楼
时代之光名苑,3室2厅,1050,211.36平米,中楼层(共16层),1990年建塔楼
前桃园1号,1室1厅,325,45.2平米,高楼层(共6层),1990年建板楼
西派国际公寓,1室1厅,1200,183平米,低楼层(共17层),2007年建板塔结合
天桥北里,2室1厅,450,81.68平米,高楼层(共12层),2002年建板塔结合
京桥国际公馆,3室1厅,1350,177.15平米,低楼层(共18层),2005年建塔楼
平原里小区,1室1厅,210,45平米,地下室(共9层),1999年建板塔结合
宣武门外西里,2室1厅,375,61.11平米,高楼层(共6层),1980年建板楼
真武庙六里,3室1厅,595,79.4平米,高楼层(共18层),1989年建板楼
西城晶华,3室2厅,1850,149.49平米,低楼层(共8层),2008年建板塔结合
北礼士路70号院,2室1厅,380,48.53平米,高楼层(共6层),1974年建板楼
黄寺后身36号院,2室1厅,275,54.92平米,高楼层(共6层),1980年建板楼
德胜里一区,2室1厅,485,59.8平米,中楼层(共19层),1987年建塔楼
南露园,2室1厅,488,69.73平米,高楼层(共6层),1993年建板楼
丽华苑,1室1厅,996,83平米,中楼层(共7层),1998年建板楼
厂甸11号院,2室1厅,458,61.29平米,中楼层(共6层),1980年建板楼
塔院胡同12号院,2室1厅,500,58.9平米,低楼层(共6层),1986年建板楼
牛街东里,2室1厅,430,76平米,低楼层(共19层),1999年建塔楼
六铺炕一区,2室1厅,710,70.3平米,低楼层(共6层),1996年建板楼
中加大厦,4室2厅,611,191平米,低楼层(共25层),1999年建塔楼
南礼士路甲1号,3室0厅,680,101平米,低楼层(共3层),1956年建板楼
新壁街,3室2厅,960,151.52平米,高楼层(共6层),2004年建
广安苑一期,3室1厅,550,88平米,中楼层(共14层),1999年建板塔结合
西便门东里,2室1厅,380,51.31平米,高楼层(共6层),1980年建板楼
裕中西里,2室1厅,450,50.4平米,高楼层(共6层),1983年建板楼
常青藤嘉园,1室0厅,205,35平米,低楼层(共16层),2003年建塔楼
裕中东里,1室1厅,400,43.2平米,高楼层(共6层),1986年建板楼
宏汇园小区,1室1厅,710,52.5平米,高楼层(共7层),1999年建板楼
右安门内西街甲2号院,2室1厅,428,64.8平米,高楼层(共6层),1991年建板楼
乐城,2室1厅,400,87.57平米,中楼层(共24层),2004年建板塔结合
玉桃园三区,2室1厅,485,61平米,低楼层(共6层),1998年建板楼
前门西大街,1室1厅,450,49.7平米,高楼层(共11层),1979年建板塔结合
常青藤嘉园,1室1厅,415,68.47平米,高楼层(共16层),2004年建塔楼
六铺炕一区6号院,2室1厅,639,71平米,低楼层(共7层),1996年建板楼
新文化街,2室1厅,880,57.6平米,高楼层(共6层),塔楼
六铺炕一区,1室1厅,450,44.5平米,高楼层(共6层),1991年建板楼
浦州巷,1室0厅,220,11平米,低楼层(共1层),1999年建
立恒名苑,4室1厅,860,263.04平米,中楼层(共25层),2002年建塔楼
南纬路,2室1厅,400,59平米,高楼层(共6层),1980年建板楼
广安门内大街,2室1厅,350,57.75平米,高楼层(共6层),1988年建板楼
北营房东里,2室1厅,380,48平米,中楼层(共5层),1977年建板楼
白云路七号院,2室1厅,460,57.8平米,高楼层(共6层),1983年建板楼
南线里小区,2室1厅,500,73.03平米,低楼层(共22层),1999年建塔楼
天桥北里,1室1厅,330,55.23平米,中楼层(共9层),2002年建板塔结合
建功北里,3室1厅,380,84.96平米,高楼层(共6层),1996年建板楼
白云观,1室1厅,430,47平米,低楼层(共6层),1980年建板楼
车站东街15号院,3室1厅,500,73.5平米,中楼层(共5层),1983年建板楼
月坛北小街甲7号院,2室1厅,417,55.7平米,中楼层(共6层),1978年建板楼
广安门内大街,2室1厅,300,56平米,中楼层(共6层),1980年建板楼
永安路小区,2室1厅,360,58.9平米,中楼层(共4层),1960年建板楼
展览路,2室1厅,315,59.7平米,高楼层(共6层),1982年建板楼
椿树园,1室1厅,460,57.32平米,中楼层(共13层),1998年建板塔结合
荣丰2008,1室1厅,490,115平米,低楼层(共26层),2000年建塔楼
荣丰2008,1室1厅,200,38平米,低楼层(共21层),2002年建塔楼
华远北街,3室1厅,750,82.8平米,中楼层(共17层),2000年建板塔结合
展览路,1室1厅,205,35平米,地下室(共7层),1992年建板楼
真武庙头条四号院,4室1厅,1500,118.4平米,低楼层(共2层),1960年建
北三环中路12号院,3室1厅,680,89.7平米,中楼层(共12层),1989年建板塔结合
鸭子桥北里,2室1厅,290,63.35平米,高楼层(共6层),1980年建板楼
长安兴融中心,1室1厅,700,76.08平米,低楼层(共14层),2002年建板塔结合
红莲中里,1室1厅,170,32平米,低楼层(共18层),1980年建塔楼
京畿道,1室1厅,660,46平米,低楼层(共6层),1992年建板楼
虎坊路小区,3室0厅,497,77.97平米,中楼层(共4层),1958年建板楼
复兴门外大街,3室1厅,845,99.1平米,低楼层(共16层),1990年建塔楼
三里河东路7号院,2室1厅,540,63平米,高楼层(共6层),1992年建板楼
和景园,3室1厅,650,162平米,高楼层(共12层),1999年建板塔结合
月坛北小街5号院,3室1厅,580,89.5平米,中楼层(共4层),1992年建板楼
国电中兴家园,2室1厅,890,118平米,低楼层(共16层),2003年建板塔结合
双旗杆东里,2室1厅,400,50平米,高楼层(共5层),1974年建板楼
新外大街乙8号院,3室2厅,1080,94.13平米,中楼层(共7层),1994年建板楼
华远北街,2室1厅,860,71.7平米,高楼层(共17层),2000年建板塔结合
阳光丽景,2室2厅,1000,111.16平米,高楼层(共18层),2003年建板塔结合
广信嘉园,2室1厅,520,120.71平米,中楼层(共23层),2002年建板塔结合
温馨家园,4室2厅,1500,166.5平米,低楼层(共7层),1995年建板楼
新街口西里三区,3室1厅,275,77.53平米,地下室(共6层),2003年建板楼
北广家园,2室1厅,850,138.42平米,中楼层(共16层),2003年建板塔结合
砖塔胡同78号院,2室0厅,450,63平米,中楼层(共4层),1958年建板楼
常青藤嘉园,1室1厅,360,66.64平米,中楼层(共22层),2004年建塔楼
百万庄寅区,2室1厅,410,57.21平米,低楼层(共3层),1954年建板楼
北广家园,2室1厅,800,139.14平米,低楼层(共16层),2003年建板塔结合
丰汇园小区,4室2厅,2000,137.2平米,高楼层(共6层),1998年建板楼
三里河一区,2室1厅,450,58.1平米,高楼层(共6层),1986年建板楼
车公庄北里,3室2厅,1520,199平米,低楼层(共6层),1998年建板楼
骡马市大街,3室1厅,550,68平米,中楼层(共18层),1980年建塔楼
铁二区,1室1厅,410,55.3平米,高楼层(共12层),1987年建板塔结合
汽南小区,2室1厅,430,54平米,中楼层(共6层),1989年建板楼
陶然北岸,3室2厅,950,115.87平米,低楼层(共18层),2002年建塔楼
红土店南里,2室1厅,380,69.1平米,高楼层(共5层),1962年建板楼
右安门内大街,2室1厅,350,67.59平米,高楼层(共6层),1982年建板楼
金宸国际公寓,3室2厅,2480,205.51平米,中楼层(共13层),2002年建板塔结合
常青藤嘉园,2室1厅,445,88.78平米,低楼层(共22层),2004年建塔楼
源屋曲,1室1厅,310,55.52平米,中楼层(共21层),2004年建塔楼
德胜门西大街64号,1室1厅,305,44.6平米,高楼层(共12层),1983年建板塔结合
荣丰2008,1室0厅,268,52平米,低楼层(共21层),2002年建塔楼
六铺炕二区,4室0厅,750,116.7平米,低楼层(共4层),1956年建板楼
南线阁,3室1厅,400,78.12平米,中楼层(共16层),1989年建塔楼
红莲北里,2室1厅,320,55平米,中楼层(共6层),1987年建板楼
六铺炕二区,2室1厅,485,58.8平米,低楼层(共3层),1956年建板楼
安德馨居,3室1厅,800,88.6平米,中楼层(共7层),2003年建板楼
建功北里,3室1厅,550,109.67平米,低楼层(共17层),1999年建板楼
三里河东路,2室0厅,420,62.6平米,高楼层(共16层),1995年建塔楼
车站西街17号院,2室1厅,360,66.89平米,低楼层(共18层),1993年建塔楼
西城晶华,1室1厅,650,54.45平米,低楼层(共7层),2001年建板楼
畅柳园,2室1厅,680,100.27平米,高楼层(共9层),2000年建板塔结合
水电部宿舍,2室1厅,385,58.9平米,中楼层(共6层),1978年建板楼
地藏庵,3室1厅,540,83.5平米,高楼层(共6层),1980年建板楼
汽南小区,2室1厅,415,54.8平米,中楼层(共6层),1989年建板楼
红莲中里,1室1厅,300,58平米,高楼层(共18层),1996年建塔楼
第三区,2室1厅,326,83.93平米,低楼层(共18层),2009年建塔楼
德胜里一区,2室1厅,550,54平米,高楼层(共5层),1980年建板楼
车站西街15号院,2室1厅,350,57平米,中楼层(共6层),1990年建板楼
源屋曲,3室2厅,990,137平米,低楼层(共6层),2004年建板楼
远见名苑,2室0厅,450,69.97平米,低楼层(共24层),2002年建塔楼
裕中西里,2室1厅,650,64.7平米,高楼层(共24层),1983年建板塔结合
华严路3号院,3室1厅,377,74平米,低楼层(共6层),1980年建板楼
相来家园,1室1厅,520,77平米,高楼层(共15层),2003年建板塔结合
民康胡同30号院,3室1厅,950,91平米,高楼层(共21层),1999年建塔楼
裕中东里,3室1厅,700,87.1平米,高楼层(共16层),1988年建塔楼
中信沁园,4室2厅,2350,223平米,低楼层(共20层),2009年建板塔结合
真武庙六里,3室1厅,850,94.7平米,低楼层(共18层),1988年建塔楼
三里河一区,2室1厅,446,49.6平米,低楼层(共6层),1981年建板楼
南纬路,3室1厅,500,67.2平米,低楼层(共6层),1980年建板楼
恒昌花园,3室2厅,820,182平米,低楼层(共28层),1990年建塔楼
太平桥大街,2室1厅,495,66.2平米,中楼层(共16层),1988年建板塔结合
考拉社区,1室0厅,180,35平米,中楼层(共21层),2002年建塔楼
虎坊路小区,3室1厅,500,77.16平米,中楼层(共4层),1958年建板楼
建功南里,2室1厅,199,78.8平米,地下室(共16层),1996年建塔楼
牛街西里,2室1厅,410,73.47平米,低楼层(共19层),1999年建塔楼
教场口9号院,2室1厅,585,74.6平米,高楼层(共19层),2002年建塔楼
太平桥东里,2室1厅,320,75.45平米,中楼层(共24层),1988年建塔楼
阳光丽景,3室2厅,1500,145.33平米,中楼层(共18层),2002年建板塔结合
广信嘉园,3室1厅,900,211平米,中楼层(共25层),2002年建塔楼
塔院胡同12号院,3室1厅,500,65.4平米,高楼层(共6层),1983年建板楼
南露园,2室2厅,800,111.3平米,低楼层(共6层),1993年建板楼
文华园,1室1厅,385,54.5平米,高楼层(共12层),1995年建板塔结合
凌云居,1室1厅,280,57.33平米,中楼层(共22层),2000年建塔楼
如意里,1室0厅,260,39平米,低楼层(共7层),1993年建板楼
马甸南村,1室1厅,390,46.7平米,低楼层(共6层),1987年建板楼
永居胡同,2室1厅,315,58平米,高楼层(共6层),1985年建板楼
太平桥东里,1室1厅,200,47.46平米,高楼层(共24层),1988年建塔楼
信恒大厦,2室1厅,580,122平米,低楼层(共25层),2002年建板塔结合
马连道西里,1室1厅,300,50.26平米,低楼层(共6层),1996年建板楼
冰窖口胡同73号院,3室1厅,730,74.1平米,低楼层(共6层),1983年建板楼
新街口西里二区,2室1厅,600,79.14平米,中楼层(共6层),2001年建板楼
南露园,2室2厅,670,96.14平米,高楼层(共6层),1993年建板楼
新文化街,2室1厅,685,57.1平米,低楼层(共16层),塔楼
什坊街,2室1厅,490,60.6平米,中楼层(共6层),1998年建板楼
洪茂沟社区,2室1厅,410,49.4平米,中楼层(共4层),1958年建板楼
安德馨居,3室1厅,828,90.86平米,高楼层(共6层),2003年建板楼
新明嘉园,3室1厅,430,103.1平米,地下室(共6层),1995年建板楼
右安门内西街,2室1厅,312,40.71平米,高楼层(共6层),1976年建板楼
信德园,2室1厅,320,74.11平米,低楼层(共12层),2001年建板塔结合
白云观,1室1厅,385,47.6平米,高楼层(共6层),1988年建板楼
二龙路,2室1厅,790,65.5平米,高楼层(共17层),1980年建塔楼
新外大街甲4号院,3室1厅,698,93.8平米,中楼层(共5层),1980年建板楼
裕中西里,1室1厅,465,52.6平米,中楼层(共24层),1983年建板塔结合
北小马厂3号院,2室1厅,510,82.6平米,低楼层(共8层),1999年建板塔结合
恬心家园,1室1厅,335,65.71平米,中楼层(共18层),2000年建板塔结合
红莲中里,1室1厅,253,56平米,低楼层(共18层),1996年建塔楼
天桥北里,3室1厅,460,96.83平米,高楼层(共9层),2002年建板塔结合
丽豪园,3室2厅,1880,215平米,低楼层(共6层),1999年建板楼
新街口西里三区,1室1厅,180,41.22平米,地下室(共6层),2003年建板楼
阜成门南大街,2室1厅,395,57.2平米,低楼层(共14层),1985年建板塔结合
天安国汇,1室1厅,1200,160.71平米,高楼层(共17层),2008年建塔楼
龙爪槐胡同9号院,3室1厅,810,112.25平米,高楼层(共6层),1998年建板楼
新外大街3号院,2室1厅,230,43平米,中楼层(共4层),1960年建板楼
太平桥大街,4室2厅,3000,215.5平米,低楼层(共14层),2004年建板塔结合
乐城,2室1厅,450,93.56平米,低楼层(共11层),2004年建板塔结合
格调,1室1厅,330,62.5平米,中楼层(共16层),2002年建板塔结合
白云观,2室1厅,500,45平米,低楼层(共5层),1973年建板楼
复兴门外大街,2室1厅,620,62平米,低楼层(共16层),1983年建塔楼
枣林前街,2室1厅,301,55.27平米,高楼层(共6层),1989年建板楼
璟莲馨苑,3室1厅,716,155平米,中楼层(共18层),2001年建塔楼
小红庙,1室1厅,235,47.77平米,高楼层(共6层),1981年建板楼
莲花池东路,3室1厅,435,69.1平米,中楼层(共16层),1987年建塔楼
三庙街,3室1厅,635,99平米,高楼层(共6层),1992年建板楼
红莲北里,2室1厅,360,59.7平米,中楼层(共6层),1986年建板楼
裕中西里,3室1厅,750,77.4平米,中楼层(共6层),1983年建板楼
远见名苑,1室0厅,300,48.61平米,中楼层(共24层),2002年建板塔结合
月坛北街25号院,2室1厅,500,61.7平米,高楼层(共6层),1981年建板楼
常青藤嘉园,2室1厅,510,86.09平米,低楼层(共11层),2005年建板塔结合
马连道西里,2室1厅,440,97平米,低楼层(共6层),1996年建板楼
白广路6号院,3室0厅,480,92.67平米,中楼层(共6层),1955年建板楼
