name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
马连道路5号院,4室1厅,778,173平米,高楼层(共6层),2000年建板楼
德胜置业,1室1厅,650,129.07平米,高楼层(共20层),2003年建塔楼
盈华盛嘉,3室1厅,2200,210.19平米,中楼层(共10层),2005年建板塔结合
牛街东里,1室1厅,305,56.98平米,低楼层(共19层),1999年建塔楼
复地西绒线26号,3室2厅,1600,131平米,中楼层(共18层),2009年建塔楼
前门西大街,2室0厅,400,53.32平米,低楼层(共11层),1979年建板塔结合
月坛北小街甲7号院,1室1厅,310,40平米,中楼层(共6层),1978年建板楼
清芷园,1室1厅,260,42.5平米,低楼层(共18层),2000年建板塔结合
复兴门南大街,3室0厅,673,74.8平米,高楼层(共20层),1984年建塔楼
清芷园,1室1厅,505,75平米,低楼层(共18层),2003年建塔楼
文华胡同,1室0厅,450,15平米,低楼层(共1层),1777年建
太平桥东里,2室1厅,210,51平米,低楼层(共24层),1980年建塔楼
丰侨公寓,1室0厅,860,57.36平米,中楼层(共22层),2000年建板塔结合
第三区,1室1厅,142,35平米,低楼层(共18层),2009年建塔楼
北礼士路70号院,2室1厅,360,52.6平米,低楼层(共6层),1977年建板楼
清芷园,4室1厅,970,183.16平米,高楼层(共18层),2002年建板塔结合
阳光丽景,1室0厅,55,30平米,地下室(共0层),2003年建
新文化街四合院,1室1厅,9000,530平米,低楼层(共1层),1990年建板塔结合
恬心家园,1室0厅,306,57.84平米,低楼层(共18层),2000年建板塔结合
展览路,1室1厅,300,44.5平米,高楼层(共6层),1988年建板楼
水电部宿舍,2室1厅,425,60.6平米,中楼层(共6层),1978年建板楼
二龙路,1室1厅,650,43.6平米,低楼层(共17层),1985年建塔楼
双槐里,3室1厅,200,76平米,低楼层(共7层),1995年建板楼
恒昌花园,2室1厅,473,85.85平米,低楼层(共4层),1996年建板楼
天缘公寓,3室2厅,540,163平米,中楼层(共20层),1999年建塔楼
牛街西里,1室1厅,325,58.82平米,中楼层(共20层),2000年建塔楼
汽北小区,2室1厅,450,55平米,高楼层(共14层),1999年建板塔结合
西城晶华,3室2厅,2000,154.89平米,低楼层(共8层),1998年建板塔结合
双旗杆东里,1室1厅,400,50平米,低楼层(共10层),1995年建板塔结合
马甸南村,4室1厅,1000,197平米,中楼层(共13层),1994年建板塔结合
祥和家苑,1室1厅,240,53.78平米,高楼层(共24层),2004年建塔楼
佳慧雅园,2室1厅,900,95平米,低楼层(共19层),2005年建塔楼
太平桥东里,3室1厅,500,113平米,高楼层(共20层),2000年建
新风北里,3室1厅,550,72.6平米,高楼层(共16层),1988年建塔楼
红山世家,1室0厅,180,43平米,中楼层(共18层),2011年建板塔结合
丰侨公寓,2室1厅,1130,81.01平米,低楼层(共22层),2000年建板塔结合
右安门内西街甲2号院,3室2厅,610,107.05平米,高楼层(共6层),1991年建板楼
西便门东里,2室1厅,330,55平米,低楼层(共16层),1983年建塔楼
丽华苑,1室1厅,730,64.3平米,低楼层(共8层),1998年建板塔结合
凌云居,3室2厅,700,119.9平米,中楼层(共22层),2000年建塔楼
法源寺西里小区,2室1厅,360,60平米,高楼层(共6层),1998年建板楼
黄瓜园,3室1厅,410,73平米,高楼层(共4层),1957年建板楼
新风北里,3室1厅,720,79.8平米,中楼层(共16层),1987年建塔楼
北营房西里,2室1厅,410,49.6平米,中楼层(共5层),1985年建板楼
车站西街17号院,2室1厅,330,57平米,中楼层(共6层),1992年建板楼
铁二区,2室1厅,425,53平米,低楼层(共6层),1982年建板楼
扣钟北里,1室1厅,240,37.5平米,地下室(共6层),1991年建板楼
西派国际公寓,2室2厅,1100,146.75平米,低楼层(共17层),2009年建板楼
丽水莲花,2室1厅,560,89平米,高楼层(共24层),2007年建板塔结合
马连道中里,2室1厅,430,74.74平米,低楼层(共18层),
太平桥东里,1室1厅,220,50.57平米,中楼层(共26层),1990年建塔楼
红莲晴园,3室2厅,600,145.35平米,中楼层(共20层),2000年建塔楼
宫门口东岔,1室0厅,240,11.2平米,低楼层(共1层),1965年建
小院西巷,1室0厅,470,15.54平米,低楼层(共1层),
兵马司胡同,2室0厅,700,24.18平米,低楼层(共1层),1885年建平房
政泰家园,1室1厅,248,66.24平米,中楼层(共23层),2004年建塔楼
六铺炕二区,1室0厅,320,26.4平米,低楼层(共3层),1988年建板楼
教场口6号院,1室1厅,435,51.18平米,高楼层(共6层),1998年建板楼
木樨地,2室0厅,430,61.3平米,中楼层(共4层),1986年建板楼
万和世家,3室2厅,1580,220.19平米,低楼层(共8层),2003年建板塔结合
教场口9号院,3室1厅,710,84.82平米,中楼层(共22层),1998年建塔楼
南线阁39号院,2室1厅,455,77.73平米,低楼层(共18层),1993年建板塔结合
万博苑,3室1厅,660,120平米,高楼层(共23层),1999年建塔楼
红莲南里,1室1厅,210,36.17平米,高楼层(共6层),1980年建板楼
头发胡同,1室0厅,280,14.45平米,低楼层(共1层),1979年建
月坛南街37号院,2室1厅,611,67.7平米,高楼层(共7层),1993年建板楼
红山世家,2室1厅,660,132平米,中楼层(共23层),2013年建
上国阙,4室2厅,3600,296平米,中楼层(共17层),2008年建板塔结合
东经路6号院,3室1厅,532,140.01平米,高楼层(共6层),
文华园,1室1厅,360,52平米,低楼层(共12层),1990年建板塔结合
三里河二区,3室2厅,1030,113平米,中楼层(共17层),1992年建板塔结合
三里河东路7号院,2室1厅,450,63平米,高楼层(共6层),1992年建板楼
红山世家,4室2厅,720,177平米,低楼层(共23层),2011年建
太平桥东里,1室1厅,185,38.2平米,低楼层(共6层),1988年建板楼
建功北里,1室1厅,340,63.83平米,高楼层(共14层),板楼
天宁寺东里,3室1厅,390,62平米,中楼层(共5层),1973年建板楼
朗琴园,1室1厅,380,58.85平米,高楼层(共29层),2002年建塔楼
朗琴园,2室1厅,700,97.07平米,低楼层(共27层),2000年建塔楼
百万庄7号院,3室1厅,520,68平米,中楼层(共5层),1977年建板楼
荣丰2008,1室1厅,205,27.59平米,高楼层(共20层),2002年建塔楼
红山世家,1室1厅,350,72平米,高楼层(共25层),2011年建板塔结合
朱苇箔胡同,1室0厅,390,16.4平米,低楼层(共1层),
三里河东路甲14号院,2室1厅,415,52.3平米,高楼层(共6层),1976年建板楼
禄长街二条,2室1厅,305,58.25平米,中楼层(共6层),1989年建板楼
月坛西街东里21号院,2室1厅,405,54.2平米,中楼层(共6层),1982年建板楼
广华轩,3室1厅,710,134.77平米,高楼层(共24层),2000年建塔楼
平原里小区,3室1厅,230,103平米,地下室(共5层),1998年建板楼
四平园,3室1厅,480,72.5平米,高楼层(共6层),1996年建板楼
马甸南村,1室1厅,429,42.9平米,中楼层(共16层),1985年建塔楼
铁二区,1室1厅,420,55.3平米,高楼层(共12层),1987年建板塔结合
南华东街2号院,2室1厅,450,58平米,高楼层(共5层),1964年建板楼
裕中西里,2室1厅,580,64.6平米,中楼层(共24层),1983年建板塔结合
宣武门外东大街,1室1厅,362,45.24平米,高楼层(共11层),1970年建板塔结合
京桥国际公馆,3室2厅,1400,177.15平米,高楼层(共18层),2005年建塔楼
源屋曲,2室2厅,650,106.46平米,中楼层(共21层),2004年建塔楼
朱苇箔胡同,1室0厅,400,16平米,低楼层(共1层),
教场口9号院,2室1厅,595,74.3平米,低楼层(共19层),2001年建塔楼
鼓楼西大街,3室1厅,680,80.4平米,中楼层(共5层),1989年建板楼
北小马厂3号院,2室2厅,450,81.51平米,低楼层(共8层),1999年建板塔结合
乐城,1室1厅,269,46.42平米,低楼层(共11层),2005年建板塔结合
荣丰2008,1室1厅,205,29.09平米,中楼层(共10层),2002年建板塔结合
禄长街头条,2室1厅,308,52.4平米,低楼层(共6层),1992年建板楼
西豪逸景,3室2厅,850,159平米,高楼层(共28层),2002年建板塔结合
西豪逸景,1室1厅,330,63.7平米,低楼层(共28层),
信德园,3室2厅,600,137.81平米,中楼层(共21层),2002年建塔楼
上国阙,4室2厅,3500,293.98平米,中楼层(共15层),2008年建板塔结合
羊皮市胡同,1室0厅,285,18.9平米,低楼层(共1层),2005年建
裕中东里,3室0厅,470,56.9平米,高楼层(共6层),1980年建板楼
朱雀门,3室2厅,1860,205平米,高楼层(共8层),2004年建板塔结合
三里河东路7号院,1室1厅,440,51.7平米,高楼层(共6层),1992年建板楼
湾子街社区,1室1厅,220,40平米,高楼层(共6层),1980年建板楼
教场口6号院,1室1厅,540,55平米,低楼层(共6层),1998年建板楼
荣丰2008,1室1厅,300,30.24平米,高楼层(共16层),2002年建板塔结合
真武庙,2室1厅,498,54.66平米,中楼层(共5层),2006年建板楼
荣丰2008,1室1厅,270,61.58平米,低楼层(共26层),2000年建塔楼
迈豪时代,4室2厅,850,219.31平米,中楼层(共7层),2000年建板楼
车公庄北里,2室1厅,530,71平米,地下室(共6层),1985年建板楼
德胜置业,1室0厅,370,94.65平米,高楼层(共20层),2003年建塔楼
官园胡同,2室1厅,648,65.1平米,低楼层(共16层),1988年建板塔结合
第三区,3室1厅,550,120平米,高楼层(共18层),2009年建塔楼
中信沁园,2室0厅,1100,196.5平米,低楼层(共18层),2009年建板塔结合
红山世家,1室0厅,300,65.9平米,低楼层(共18层),2011年建板塔结合
第三区,2室1厅,405,90平米,中楼层(共18层),2009年建板塔结合
白云观,2室1厅,330,50.8平米,低楼层(共6层),1985年建板楼
西豪逸景,1室0厅,290,56平米,高楼层(共28层),2000年建塔楼
安平里,3室1厅,550,65.4平米,中楼层(共6层),1982年建板楼
荣丰2008,1室1厅,310,31.14平米,中楼层(共16层),2004年建塔楼
金融世家,3室2厅,1850,201平米,低楼层(共15层),2005年建板塔结合
闹市口中街,1室0厅,438,14.1平米,低楼层(共1层),2000年建
闹市口中街,1室0厅,372,12平米,低楼层(共1层),2000年建
闹市口中街,1室0厅,403,13平米,低楼层(共1层),2000年建
闹市口中街,1室0厅,372,12平米,低楼层(共1层),2000年建
闹市口中街,1室0厅,332,10.7平米,低楼层(共1层),2000年建
闹市口中街,1室0厅,335,10.8平米,低楼层(共1层),2000年建
闹市口中街,1室0厅,332,10.7平米,低楼层(共1层),2000年建
榆树馆西里,3室1厅,730,97.4平米,高楼层(共18层),1987年建塔楼
百万庄中里,2室1厅,400,51.8平米,中楼层(共6层),1993年建板楼
西便门外大街,2室1厅,440,65平米,高楼层(共4层),板楼
丽水莲花,1室1厅,330,60平米,低楼层(共26层),2004年建板塔结合
广安苑二期,3室2厅,770,124.85平米,低楼层(共23层),2002年建塔楼
前门西大街,2室1厅,450,55.53平米,中楼层(共11层),1970年建板塔结合
北广家园,2室1厅,630,83.01平米,中楼层(共16层),2003年建板塔结合
远见名苑,2室1厅,500,83.66平米,中楼层(共26层),2000年建塔楼
宏汇园小区,2室1厅,1000,77平米,中楼层(共7层),1993年建板楼
朝阳庵,1室1厅,355,44.4平米,低楼层(共6层),1991年建板楼
六铺炕二区,1室1厅,550,49.3平米,中楼层(共15层),1994年建板塔结合
恒昌花园,3室2厅,650,144平米,高楼层(共28层),1990年建塔楼
朝阳庵,2室1厅,350,69.1平米,地下室(共6层),1991年建板楼
荣丰2008,1室1厅,265,36平米,低楼层(共12层),2003年建板塔结合
阜成门北大街,2室1厅,390,55.6平米,低楼层(共13层),1989年建板塔结合
远见名苑,1室1厅,370,56.4平米,低楼层(共26层),2002年建塔楼
锦上国际公寓,1室1厅,300,62.52平米,中楼层(共18层),2007年建塔楼
牛街西里,2室1厅,395,77.24平米,低楼层(共22层),1999年建塔楼
红山世家,1室0厅,200,43平米,中楼层(共18层),2011年建板塔结合
和平门外东街,2室1厅,567,63平米,中楼层(共14层),1980年建板塔结合
北广家园,2室1厅,850,139.14平米,中楼层(共16层),2003年建板塔结合
凯迪尚府,2室1厅,1000,107平米,低楼层(共14层),2010年建板塔结合
中海凯旋,3室4厅,2800,249平米,高楼层(共8层),2001年建板塔结合
东经路6号院,2室1厅,420,107平米,低楼层(共6层),
永宁胡同,1室0厅,272,12.5平米,低楼层(共1层),
茶贸国际中心,1室0厅,80,34.22平米,高楼层(共20层),1990年建板塔结合
建功南里,2室1厅,420,85.63平米,低楼层(共16层),1996年建塔楼
什坊街2号院,3室0厅,492,56.7平米,高楼层(共5层),1980年建板楼
白广路6号院,2室1厅,360,76.84平米,高楼层(共6层),1994年建板楼
立恒名苑,4室2厅,750,250.08平米,低楼层(共24层),2002年建塔楼
天缘公寓,3室2厅,500,179.55平米,高楼层(共20层),1999年建塔楼
朝阳庵,2室1厅,344,55.6平米,中楼层(共5层),1967年建板楼
第三区,1室0厅,125,34平米,低楼层(共18层),2009年建塔楼
恒昌花园,3室2厅,650,182平米,低楼层(共28层),1990年建塔楼
月坛北小街1号院,1室1厅,500,68.6平米,高楼层(共16层),1997年建板塔结合
富力信然庭,3室2厅,1300,146.25平米,中楼层(共8层),2004年建板塔结合
三里河北街5号院,2室0厅,440,58.7平米,高楼层(共18层),1991年建塔楼
教场口9号院,2室1厅,520,75平米,低楼层(共22层),1998年建塔楼
天桥北里,1室1厅,285,55.2平米,中楼层(共9层),2002年建板塔结合
广安小区,2室2厅,650,126.76平米,低楼层(共7层),1996年建板楼
宝产胡同15号院,3室1厅,790,102平米,低楼层(共6层),2000年建板楼
第三区,2室1厅,360,86平米,中楼层(共18层),2009年建塔楼
阜成门外大街,4室0厅,650,122.93平米,高楼层(共5层),1950年建板楼
朱苇箔胡同,1室0厅,340,7.7平米,低楼层(共1层),1988年建
中海凯旋,4室2厅,3300,222.24平米,低楼层(共8层),2004年建板塔结合
天桥北里,1室1厅,290,59.81平米,高楼层(共9层),2002年建板塔结合
新街口西里二区,3室1厅,336,84平米,地下室(共6层),2002年建板楼
莲花池东路24号院,2室2厅,650,96.12平米,高楼层(共6层),1999年建板楼
前帽胡同,1室0厅,510,23平米,低楼层(共1层),1980年建
前帽胡同,1室0厅,510,28.4平米,低楼层(共1层),1999年建
远见名苑,1室0厅,370,73平米,低楼层(共24层),2002年建板塔结合
金融世家,4室2厅,3900,260.63平米,低楼层(共15层),2005年建板塔结合
蝶翠华庭,3室1厅,680,126.43平米,中楼层(共29层),2003年建塔楼
簸萝仓胡同,4室1厅,2900,220平米,低楼层(共1层),2014年建
三里河一区3号院,2室1厅,684,76.3平米,高楼层(共18层),1999年建塔楼
小新开胡同,7室1厅,2050,151.19平米,低楼层(共1层),1990年建
红山世家,2室1厅,530,83平米,低楼层(共18层),2011年建板塔结合
第三区,2室1厅,400,88.96平米,高楼层(共18层),2009年建板塔结合
远见名苑,1室0厅,436,73平米,低楼层(共24层),2002年建板塔结合
红山世家,1室1厅,350,72平米,低楼层(共25层),2011年建板塔结合
三里河三区,3室1厅,500,56.8平米,高楼层(共6层),1982年建板楼
荣丰2008,1室0厅,160,29平米,高楼层(共12层),2003年建板塔结合
立恒名苑,6室3厅,2000,408平米,高楼层(共24层),2002年建塔楼
金宸国际公寓,4室2厅,2730,273平米,中楼层(共13层),2000年建板塔结合
禄长街头条,2室1厅,235,52.4平米,地下室(共6层),1992年建板楼
大拐棒胡同,2室1厅,640,60.3平米,中楼层(共6层),1990年建板楼
广华轩,3室1厅,610,151平米,中楼层(共24层),1999年建塔楼
万明园,1室1厅,310,43平米,低楼层(共6层),1992年建板楼
六铺炕二区,3室1厅,835,88.5平米,中楼层(共4层),1958年建板楼
建邦礼仕阁,1室1厅,558,62平米,高楼层(共11层),2011年建板塔结合
三里河北街5号院,1室1厅,365,39.8平米,低楼层(共18层),1991年建塔楼
新街口西里一区,3室0厅,351,78平米,地下室(共7层),2002年建板楼
新街口西里三区,2室1厅,300,72平米,地下室(共6层),2003年建板楼
荣丰2008,3室2厅,730,166.08平米,高楼层(共16层),2003年建塔楼
北京尊府,1室1厅,935,85平米,中楼层(共17层),1988年建塔楼
真武庙,2室1厅,540,61平米,中楼层(共6层),板楼
阜成门南大街,2室1厅,403,61平米,中楼层(共14层),1985年建板塔结合
三庙街,1室1厅,300,39.9平米,低楼层(共6层),1988年建板楼
新街口西里一区,4室2厅,800,127平米,高楼层(共7层),2002年建板楼
白云观,1室1厅,385,47.6平米,高楼层(共6层),板楼
富通大厦,2室1厅,710,93.5平米,低楼层(共18层),1998年建塔楼
南露园,2室1厅,590,78.3平米,高楼层(共6层),1994年建板楼
丰汇园小区,3室2厅,2000,144.5平米,高楼层(共6层),1998年建板楼
赵登禹路70号院,9室2厅,9000,299.8平米,地下室(共2层),
四平园,1室1厅,360,45.3平米,高楼层(共6层),1996年建板楼
大木仓胡同35号,2室1厅,693,63平米,低楼层(共6层),1981年建板楼
宣兴大厦,4室2厅,845,169.76平米,中楼层(共16层),1997年建塔楼
西便门东里,1室1厅,300,43.5平米,中楼层(共16层),1983年建塔楼
立恒名苑,6室3厅,2000,408平米,高楼层(共24层),2002年建塔楼
馨莲茗园,1室1厅,350,76.03平米,低楼层(共25层),2001年建板塔结合
锦上国际公寓,1室1厅,310,61.47平米,中楼层(共18层),2007年建塔楼
马连道中里,1室1厅,405,50平米,低楼层(共14层),
德宝新园,2室1厅,300,53.6平米,地下室(共6层),1992年建板楼
南线阁,2室1厅,360,64平米,高楼层(共16层),1989年建塔楼
英嘉公寓,3室1厅,558,124平米,地下室(共11层),1999年建板塔结合
大石桥胡同29号院,3室1厅,540,56.65平米,中楼层(共6层),1985年建板楼
天宁寺前街南里,3室1厅,505,97.86平米,高楼层(共6层),1990年建板楼
中加大厦,3室1厅,560,161平米,低楼层(共24层),1999年建塔楼
陶然北岸,1室0厅,500,62平米,低楼层(共18层),2002年建塔楼
荣丰2008,1室1厅,205,27.17平米,高楼层(共20层),2002年建塔楼
平原里小区,2室1厅,280,58.3平米,地下室(共9层),1999年建板塔结合
二七剧场路,3室1厅,600,82平米,中楼层(共16层),
似海怡家,1室0厅,247,45.77平米,高楼层(共25层),2002年建塔楼
锦上国际公寓,1室1厅,315,69.97平米,低楼层(共18层),2007年建塔楼
复兴门北大街,2室1厅,650,77.4平米,低楼层(共22层),1980年建塔楼
荣宁园,3室2厅,680,135.92平米,中楼层(共22层),2002年建塔楼
考拉社区,1室1厅,250,53平米,高楼层(共21层),2002年建塔楼
复兴门外大街,2室1厅,490,64.2平米,中楼层(共15层),1981年建板塔结合
西便门外大街,1室1厅,330,42.7平米,中楼层(共6层),1996年建板楼
新文化街,3室1厅,720,75.4平米,高楼层(共5层),塔楼
二七剧场路,1室1厅,325,43.5平米,低楼层(共23层),1987年建塔楼
红山世家,1室0厅,230,45.82平米,低楼层(共18层),2011年建板塔结合
三里河一区2号院,2室1厅,825,75平米,低楼层(共18层),1998年建塔楼
锦上国际公寓,1室1厅,300,71平米,中楼层(共18层),2007年建塔楼
海格国际,1室0厅,400,65平米,中楼层(共19层),2003年建塔楼
天宁寺前街北里,1室1厅,252,42平米,低楼层(共6层),1991年建板楼
新明胡同,3室1厅,680,79.8平米,中楼层(共18层),1990年建塔楼
鸭子桥北里,2室1厅,260,50平米,低楼层(共6层),1981年建板楼
西派国际公寓,4室2厅,1700,303平米,低楼层(共17层),2005年建板塔结合
信建里小区,2室1厅,460,65平米,高楼层(共6层),1985年建板楼
右安门内西街甲2号院,2室1厅,420,66平米,高楼层(共6层),1987年建板楼
中加大厦,3室2厅,480,161平米,低楼层(共24层),1999年建塔楼
西便门东里,1室1厅,300,43.5平米,中楼层(共16层),1983年建塔楼
立恒名苑,4室2厅,850,261.4平米,低楼层(共23层),2002年建塔楼
中信沁园,2室1厅,580,57.5平米,中楼层(共18层),2009年建板塔结合
前门西大街,2室0厅,495,60平米,高楼层(共11层),1970年建板塔结合
乐城,3室1厅,750,129.76平米,低楼层(共24层),2005年建塔楼
育人里小区,5室2厅,900,160平米,高楼层(共6层),1999年建板楼
中信沁园,2室1厅,1150,105平米,中楼层(共20层),2009年建板楼
金融世家,3室2厅,1500,174平米,中楼层(共15层),2005年建板塔结合
头发胡同,6室1厅,2000,184平米,低楼层(共1层),2000年建
六铺炕二区,1室1厅,450,47.2平米,高楼层(共15层),1994年建板塔结合
东北园,7室2厅,1400,140平米,低楼层(共1层),1978年建
金宸国际公寓,3室2厅,1050,127.18平米,低楼层(共13层),2002年建板塔结合
大觉胡同,9室0厅,1500,127.2平米,低楼层(共1层),1992年建板楼
东北园,7室1厅,3300,260平米,低楼层(共1层),2000年建
六铺炕二区,2室1厅,440,42.4平米,中楼层(共5层),1975年建板楼
朱雀门,4室1厅,1800,249.55平米,高楼层(共8层),2007年建板楼
小红庙,2室1厅,380,60.07平米,低楼层(共6层),1986年建板楼
红山世家,1室0厅,270,62平米,中楼层(共25层),2011年建板塔结合
舒舍,2室1厅,300,72平米,中楼层(共8层),2000年建板塔结合
月坛北街25号院,2室1厅,530,66.9平米,高楼层(共4层),1960年建板楼
茶贸国际中心,1室0厅,83,34.22平米,高楼层(共20层),1990年建板塔结合
德胜置业,1室0厅,400,95平米,高楼层(共20层),2003年建塔楼
茶贸国际中心,1室0厅,100,34平米,中楼层(共20层),1990年建板塔结合
金融世家,4室2厅,2850,301平米,中楼层(共15层),2005年建板塔结合
金宸国际公寓,3室1厅,1000,138平米,低楼层(共13层),2002年建板塔结合
三里河二区B区,1室1厅,510,55平米,中楼层(共18层),2001年建塔楼
德胜置业,0室2厅,320,70平米,高楼层(共15层),2005年建板塔结合
裕中西里,3室1厅,870,87.2平米,中楼层(共24层),1983年建板塔结合
红山世家,1室1厅,370,72平米,中楼层(共25层),2011年建板塔结合
玉桃园三区,1室1厅,300,50.6平米,中楼层(共6层),1996年建板楼
月坛北小街,1室1厅,330,39.5平米,中楼层(共6层),1980年建板楼
英嘉公寓,3室1厅,558,124平米,地下室(共11层),1999年建板塔结合
建邦礼仕阁,1室0厅,520,58平米,中楼层(共11层),2011年建板塔结合
北礼士路,1室1厅,320,44.2平米,中楼层(共16层),1991年建板塔结合
北礼士路60号院,2室1厅,500,61.1平米,中楼层(共12层),1982年建板塔结合
红山世家,2室1厅,640,91平米,低楼层(共26层),2011年建板塔结合
中信禧园,0室1厅,2200,294平米,低楼层(共24层),2012年建板塔结合
德胜置业,4室2厅,1250,223.69平米,低楼层(共20层),2005年建塔楼
天安国汇,2室1厅,1184,148平米,中楼层(共17层),2008年建塔楼
荣丰2008,1室1厅,320,51平米,高楼层(共10层),2002年建板塔结合
榆树馆西里,2室1厅,743,87.3平米,中楼层(共17层),1995年建塔楼
庄胜二期,1室1厅,540,54平米,低楼层(共10层),2004年建板塔结合
复兴门外大街,2室1厅,480,64.2平米,中楼层(共15层),1981年建板塔结合
黄寺大街24号院,2室1厅,570,63.6平米,高楼层(共6层),1984年建板楼
荣丰2008,2室1厅,285,34平米,高楼层(共16层),2004年建塔楼
中信沁园,2室2厅,670,66平米,低楼层(共20层),2009年建板塔结合
中信禧园,1室0厅,1550,298.68平米,低楼层(共24层),2012年建板塔结合
承恩胡同,2室0厅,560,34平米,低楼层(共1层),2000年建
黄寺大街24号院,2室1厅,500,59.7平米,低楼层(共6层),1991年建板楼
复兴门外大街,2室1厅,395,53.1平米,高楼层(共13层),1981年建板塔结合
金宸国际公寓,4室2厅,2600,260平米,中楼层(共13层),2000年建板塔结合
阜成门外大街,3室0厅,660,88.4平米,中楼层(共5层),1950年建板楼
盛景嘉园,3室2厅,1600,161平米,中楼层(共7层),2004年建板楼
红莲中里,2室1厅,270,55.11平米,低楼层(共16层),1988年建塔楼
德外大街乙12号院,2室1厅,450,48.4平米,低楼层(共5层),1980年建板楼
南玉带胡同,1室1厅,480,15平米,低楼层(共1层),
荣丰2008,1室1厅,202,38.16平米,高楼层(共26层),2000年建塔楼
广义街10号院,1室2厅,480,70平米,高楼层(共6层),2000年建板楼
信德园,2室1厅,190,70.26平米,地下室(共12层),2001年建板塔结合
玺源台,1室1厅,535,72平米,低楼层(共27层),2013年建板楼
格调,3室2厅,900,144平米,中楼层(共14层),2004年建板塔结合
中信锦园,2室1厅,890,88.91平米,高楼层(共18层),2008年建板塔结合
复地西绒线26号,4室2厅,3000,338.52平米,低楼层(共16层),2009年建塔楼
庄胜二期,1室0厅,480,46.91平米,高楼层(共12层),2004年建板塔结合
真武家园,2室1厅,730,80平米,中楼层(共16层),2008年建板塔结合
北欧印象,1室0厅,255,46.1平米,中楼层(共25层),2003年建塔楼
月坛西街乙2号院,2室1厅,400,51.5平米,低楼层(共18层),1990年建塔楼
东经路6号院,3室1厅,548,144.04平米,高楼层(共6层),
格调,2室2厅,580,104.94平米,高楼层(共16层),2002年建板塔结合
红居南街,3室1厅,530,93.31平米,高楼层(共6层),1980年建板楼
盛晖嘉园,3室1厅,650,82平米,低楼层(共15层),2009年建板塔结合
永宁胡同,1室0厅,272,12.5平米,低楼层(共1层),
高家寨,2室1厅,403,54平米,高楼层(共6层),1980年建板楼
红土店南里,2室1厅,430,69.56平米,中楼层(共5层),1996年建板楼
东经路,2室1厅,420,107.2平米,低楼层(共6层),板楼
三义东里,2室1厅,400,69平米,中楼层(共16层),1990年建塔楼
都市晴园,3室2厅,860,181平米,中楼层(共18层),2000年建塔楼
清芷园,4室2厅,1500,298平米,低楼层(共18层),2000年建板塔结合
西环景苑,2室1厅,180,71平米,地下室(共19层),1999年建塔楼
红山世家,1室0厅,190,40平米,中楼层(共18层),2011年建板塔结合
后公用胡同,4室0厅,1400,97.3平米,低楼层(共1层),2000年建
上国阙,3室2厅,3000,272.93平米,低楼层(共15层),2008年建板塔结合
佟麟阁路,1室0厅,400,17.3平米,低楼层(共1层),1990年建
马甸南村,2室1厅,500,52.6平米,中楼层(共16层),1986年建塔楼
莲花池东路甲5号院,2室1厅,583,129.7平米,低楼层(共28层),2003年建板塔结合
鼓楼西大街,1室0厅,1900,200平米,低楼层(共1层),板楼
清芷园,4室1厅,983,185.31平米,高楼层(共18层),2002年建板塔结合
天宁寺东里,2室1厅,180,53平米,地下室(共6层),1984年建板楼
茶贸国际中心,1室0厅,82,34平米,中楼层(共20层),1990年建板塔结合
先农坛街甲17号院,2室1厅,340,55平米,高楼层(共6层),1978年建板楼
新康街3号院,2室0厅,450,64平米,低楼层(共6层),1960年建板楼
右安门内西街甲10号院,1室1厅,278,40.41平米,低楼层(共6层),1985年建板楼
英嘉公寓,3室2厅,1385,163平米,中楼层(共11层),1999年建板塔结合
禄长街头条,2室1厅,4050,700平米,低楼层(共6层),1992年建板楼
红山世家,3室0厅,3300,663平米,高楼层(共23层),2013年建
红山世家,1室0厅,1500,119.05平米,低楼层(共28层),2009年建塔楼
荣丰2008,1室0厅,178,25平米,高楼层(共26层),2000年建塔楼
建功北里,2室1厅,430,77.09平米,高楼层(共17层),板楼
德胜置业,3室1厅,985,197.09平米,高楼层(共20层),2005年建塔楼
恒昌花园,3室2厅,650,143.71平米,高楼层(共28层),1990年建塔楼
汽北小区,3室1厅,700,94.6平米,低楼层(共6层),1999年建板楼
六铺炕二区,1室1厅,550,53.8平米,低楼层(共15层),1994年建板塔结合
西直门外南路21号院,2室1厅,380,59.8平米,低楼层(共6层),1992年建板楼
月坛北街25号院,2室1厅,428,61平米,高楼层(共6层),1981年建板楼
西安门大街,1室1厅,200,12.56平米,低楼层(共1层),1986年建
新街口西里三区,3室2厅,360,85.5平米,地下室(共6层),2003年建板楼
第三区,1室1厅,190,34平米,高楼层(共18层),2009年建塔楼
莲花池东路甲5号院,2室1厅,583,129.7平米,低楼层(共28层),2003年建板塔结合
第三区,1室0厅,135,34平米,中楼层(共18层),2009年建塔楼
广安门外南街,2室0厅,170,84平米,低楼层(共6层),2005年建板楼
东铁匠胡同,1室0厅,530,11.4平米,低楼层(共1层),
天安国汇,4室2厅,2850,285平米,中楼层(共17层),2008年建塔楼
东南园平房,9室1厅,3500,349.82平米,低楼层(共1层),2014年建
红山世家,4室2厅,1891,343.9平米,中楼层(共23层),2008年建
荣丰2008,1室1厅,318,52.39平米,低楼层(共21层),2002年建塔楼
锦上国际公寓,1室0厅,300,62.5平米,低楼层(共18层),2007年建塔楼
